lap,distance_m,time_s,speed_kmh,throttle,brake,steering_deg,gear
baseline,4004.0,70.8485,234.944,1.0,0.0,-9.958,6
baseline,4008.667,70.92,235.75,1.0,0.0,-10.485,6
baseline,4013.333,70.9913,236.523,1.0,0.0,-10.996,6
baseline,4018.0,71.0623,237.263,1.0,0.0,-11.488,6
baseline,4022.667,71.1331,237.972,1.0,0.0,-11.956,6
baseline,4027.333,71.2037,238.65,1.0,0.0,-12.397,6
baseline,4032.0,71.2741,239.299,1.0,0.0,-12.807,6
baseline,4036.667,71.3443,239.919,1.0,0.0,-13.182,6
baseline,4041.333,71.4144,240.511,1.0,0.0,-13.52,6
baseline,4046.0,71.4842,241.077,1.0,0.0,-13.818,6
baseline,4050.667,71.5539,241.617,1.0,0.0,-14.071,6
baseline,4055.333,71.6234,242.132,1.0,0.0,-14.278,6
baseline,4060.0,71.6928,242.623,1.0,0.0,-14.436,6
baseline,4064.667,71.7621,243.092,1.0,0.0,-14.543,6
baseline,4069.333,71.8312,243.539,1.0,0.0,-14.597,6
baseline,4074.0,71.9001,243.966,1.0,0.0,-14.597,6
baseline,4078.667,71.969,244.372,1.0,0.0,-14.541,6
baseline,4083.333,72.0378,244.76,1.0,0.0,-14.428,6
baseline,4088.0,72.1064,245.13,1.0,0.0,-14.259,6
baseline,4092.667,72.1749,245.484,1.0,0.0,-14.032,6
baseline,4097.333,72.2434,245.821,1.0,0.0,-13.748,6
baseline,4102.0,72.3117,246.143,1.0,0.0,-13.408,6
baseline,4106.667,72.38,246.45,1.0,0.0,-13.012,6
baseline,4111.333,72.4481,246.744,1.0,0.0,-12.562,6
baseline,4116.0,72.5162,247.025,1.0,0.0,-12.06,6
baseline,4120.667,72.5842,247.295,1.0,0.0,-11.507,6
baseline,4125.333,72.6522,247.552,1.0,0.0,-10.906,6
baseline,4130.0,72.72,247.8,1.0,0.0,-10.259,6
baseline,4134.667,72.7878,248.037,1.0,0.0,-9.57,6
baseline,4139.333,72.8556,248.265,1.0,0.0,-8.842,6
baseline,4144.0,72.9232,248.485,1.0,0.0,-8.077,6
baseline,4148.667,72.9908,248.696,1.0,0.0,-7.281,6
baseline,4153.333,73.0584,248.9,1.0,0.0,-6.456,6
baseline,4158.0,73.1259,249.096,1.0,0.0,-5.607,6
baseline,4162.667,73.1933,249.286,1.0,0.0,-4.738,6
baseline,4167.333,73.2607,249.47,1.0,0.0,-3.854,6
baseline,4172.0,73.3281,249.648,1.0,0.0,-2.958,6
baseline,4176.667,73.3954,249.821,1.0,0.0,-2.056,6
baseline,4181.333,73.4626,249.988,1.0,0.0,-1.152,6
baseline,4186.0,73.5298,250.151,1.0,0.0,-0.25,6
baseline,4190.667,73.597,250.31,1.0,0.0,0.645,6
baseline,4195.333,73.6641,250.464,1.0,0.0,1.529,6
improved,0.0,0.0,251.814,1.0,0.0,2.397,6
improved,4.667,0.0667,251.961,1.0,0.0,3.246,6
improved,9.333,0.1334,252.103,1.0,0.0,4.07,6
improved,14.0,0.2,252.243,1.0,0.0,4.867,6
improved,18.667,0.2666,252.378,1.0,0.0,5.634,6
improved,23.333,0.3332,252.51,1.0,0.0,6.365,6
improved,28.0,0.3997,252.639,1.0,0.0,7.059,6
improved,32.667,0.4662,252.764,1.0,0.0,7.713,6
improved,37.333,0.5327,252.885,1.0,0.0,8.323,6
improved,42.0,0.5991,253.002,1.0,0.0,8.889,6
improved,46.667,0.6655,253.115,1.0,0.0,9.408,6
improved,51.333,0.7319,253.223,1.0,0.0,9.878,6
improved,56.0,0.7983,253.326,1.0,0.0,10.298,6
improved,60.667,0.8646,253.424,1.0,0.0,10.669,6
improved,65.333,0.9309,253.515,1.0,0.0,10.988,6
improved,70.0,0.9971,253.6,1.0,0.0,11.256,6
improved,74.667,1.0634,253.677,1.0,0.0,11.474,6
improved,79.333,1.1296,253.745,1.0,0.0,11.641,6
improved,84.0,1.1958,253.804,1.0,0.0,11.759,6
improved,88.667,1.262,253.853,1.0,0.0,11.829,6
improved,93.333,1.3282,253.889,1.0,0.0,11.852,6
improved,98.0,1.3944,253.912,1.0,0.0,11.831,6
improved,102.667,1.4605,253.921,1.0,0.0,11.768,6
improved,107.333,1.5267,253.912,1.0,0.0,11.664,6
improved,112.0,1.5928,253.885,1.0,0.0,11.523,6
improved,116.667,1.659,253.838,0.9955,0.0049,11.347,6
improved,121.333,1.7252,253.767,0.9835,0.0179,11.139,6
improved,126.0,1.7914,253.672,0.9701,0.0323,10.903,6
improved,130.667,1.8576,253.548,0.9554,0.0482,10.642,6
improved,135.333,1.9239,253.393,0.0,0.0657,10.358,6
improved,140.0,1.9902,253.205,0.0,0.0849,10.056,6
improved,144.667,2.0565,252.979,0.0,0.1059,9.74,6
improved,149.333,2.1229,252.713,0.0,0.1289,9.411,6
improved,154.0,2.1894,252.403,0.0,0.1538,9.075,6
improved,158.667,2.256,252.045,0.0,0.1808,8.734,6
improved,163.333,2.3226,251.635,0.0,0.21,8.391,6
improved,168.0,2.3894,251.169,0.0,0.2415,8.05,6
improved,172.667,2.4563,250.643,0.0,0.2753,7.714,6
improved,177.333,2.5233,250.052,0.0,0.3114,7.386,6
improved,182.0,2.5905,249.392,0.0,0.3501,7.068,6
improved,186.667,2.6579,248.658,0.0,0.3911,6.763,6
improved,191.333,2.7254,247.846,0.0,0.4346,6.474,6
improved,196.0,2.7932,246.952,0.0,0.4806,6.201,6
improved,200.667,2.8612,245.97,0.0,0.5289,5.947,6
improved,205.333,2.9295,244.897,0.0,0.5795,5.714,6
improved,210.0,2.9981,243.728,0.0,0.6324,5.503,6
improved,214.667,3.0671,242.46,0.0,0.6873,5.314,6
improved,219.333,3.1364,241.088,0.0,0.7441,5.148,6
improved,224.0,3.206,239.61,0.0,0.8027,5.005,6
improved,228.667,3.2762,238.022,0.0,0.8628,4.885,6
improved,233.333,3.3467,236.321,0.0,0.92,4.789,6
improved,238.0,3.4178,234.507,0.0,0.92,4.714,6
improved,242.667,3.4895,232.576,0.0,0.92,4.662,6
improved,247.333,3.5617,230.53,0.0,0.92,4.629,6
improved,252.0,3.6346,228.366,0.0,0.92,4.615,6
improved,256.667,3.7082,226.087,0.0,0.92,4.617,6
improved,261.333,3.7825,223.694,0.0,0.92,4.635,5
improved,266.0,3.8576,221.188,0.0,0.92,4.666,5
improved,270.667,3.9335,218.575,0.0,0.92,4.706,5
improved,275.333,4.0104,215.857,0.0,0.92,4.755,5
improved,280.0,4.0882,213.04,0.0,0.92,4.809,5
improved,284.667,4.1671,210.13,0.0,0.92,4.865,5
improved,289.333,4.247,207.136,0.0,0.92,4.92,5
improved,294.0,4.3281,204.065,0.0,0.92,4.972,5
improved,298.667,4.4104,200.926,0.0,0.92,5.017,5
improved,303.333,4.4941,197.731,0.0,0.92,5.053,5
improved,308.0,4.579,194.49,0.0,0.92,5.076,5
improved,312.667,4.6654,191.216,0.0,0.92,5.083,5
improved,317.333,4.7533,187.923,0.0,0.92,5.072,4
improved,322.0,4.8427,184.624,0.0,0.92,5.04,4
improved,326.667,4.9337,181.333,0.0,0.92,4.984,4
improved,331.333,5.0263,178.067,0.0,0.92,4.902,4
improved,336.0,5.1207,174.841,0.0,0.92,4.792,4
improved,340.667,5.2167,171.672,0.0,0.92,4.651,4
improved,345.333,5.3146,168.575,0.0,0.92,4.477,4
improved,350.0,5.4143,165.568,0.0,0.92,4.27,4
improved,354.667,5.5157,162.667,0.0,0.92,4.028,4
improved,359.333,5.619,159.889,0.0,0.92,3.749,4
improved,364.0,5.7241,157.25,0.0,0.92,3.434,4
improved,368.667,5.8309,154.766,0.0,0.92,3.081,3
improved,373.333,5.9395,152.452,0.0,0.92,2.691,3
improved,378.0,6.0497,150.322,0.0,0.92,2.264,3
improved,382.667,6.1614,148.39,0.0,0.92,1.801,3
improved,387.333,6.2746,146.668,0.0,0.8446,1.303,3
improved,392.0,6.3892,145.169,0.0,0.7219,0.77,3
improved,396.667,6.5049,143.901,0.0,0.594,0.205,3
improved,401.333,6.6217,142.873,0.0,0.4619,-0.391,3
improved,406.0,6.7392,142.094,0.0,0.3262,-1.016,3
improved,410.667,6.8575,141.568,0.0,0.1878,-1.666,3
improved,415.333,6.9761,141.3,0.6953,0.0477,-2.34,3
improved,420.0,7.095,141.291,0.745,0.0,-3.033,3
improved,424.667,7.2139,141.544,0.745,0.0,-3.744,3
improved,429.333,7.3326,142.057,0.745,0.0,-4.468,3
improved,434.0,7.4509,142.828,0.745,0.0,-5.202,3
improved,438.667,7.5685,143.852,0.745,0.0,-5.942,3
improved,443.333,7.6853,145.123,0.745,0.0,-6.683,3
improved,448.0,7.8011,146.635,0.745,0.0,-7.423,3
improved,452.667,7.9156,148.378,0.745,0.0,-8.157,3
improved,457.333,8.0289,150.343,0.745,0.0,-8.88,3
improved,462.0,8.1406,152.517,0.745,0.0,-9.588,3
improved,466.667,8.2508,154.888,0.745,0.0,-10.278,3
improved,471.333,8.3592,157.443,0.745,0.0,-10.945,4
improved,476.0,8.4659,160.166,0.745,0.0,-11.585,4
improved,480.667,8.5708,163.044,0.745,0.0,-12.194,4
improved,485.333,8.6739,166.059,1.0,0.0,-12.768,4
improved,490.0,8.775,169.196,1.0,0.0,-13.304,4
improved,494.667,8.8743,172.437,1.0,0.0,-13.799,4
improved,499.333,8.9718,175.766,1.0,0.0,-14.248,4
improved,504.0,9.0673,179.167,1.0,0.0,-14.649,4
improved,508.667,9.1611,182.622,1.0,0.0,-15.0,4
improved,513.333,9.2531,186.115,1.0,0.0,-15.298,4
improved,518.0,9.3434,189.629,1.0,0.0,-15.541,4
improved,522.667,9.432,193.15,1.0,0.0,-15.727,5
improved,527.333,9.5189,196.662,1.0,0.0,-15.854,5
improved,532.0,9.6044,200.152,1.0,0.0,-15.923,5
improved,536.667,9.6883,203.604,1.0,0.0,-15.931,5
improved,541.333,9.7708,207.008,1.0,0.0,-15.879,5
improved,546.0,9.852,210.35,1.0,0.0,-15.767,5
improved,550.667,9.9318,213.621,1.0,0.0,-15.596,5
improved,555.333,10.0105,216.81,1.0,0.0,-15.365,5
improved,560.0,10.088,219.909,1.0,0.0,-15.076,5
improved,564.667,10.1644,222.909,1.0,0.0,-14.731,5
improved,569.333,10.2397,225.804,1.0,0.0,-14.332,6
improved,574.0,10.3141,228.589,1.0,0.0,-13.88,6
improved,578.667,10.3876,231.258,1.0,0.0,-13.378,6
improved,583.333,10.4603,233.807,1.0,0.0,-12.83,6
improved,588.0,10.5321,236.234,1.0,0.0,-12.237,6
improved,592.667,10.6032,238.537,1.0,0.0,-11.604,6
improved,597.333,10.6737,240.713,1.0,0.0,-10.934,6
improved,602.0,10.7435,242.763,1.0,0.0,-10.231,6
improved,606.667,10.8127,244.686,1.0,0.0,-9.498,6
improved,611.333,10.8813,246.484,1.0,0.0,-8.741,6
improved,616.0,10.9495,248.157,1.0,0.0,-7.962,6
improved,620.667,11.0172,249.708,1.0,0.0,-7.166,6
improved,625.333,11.0845,251.138,1.0,0.0,-6.358,6
improved,630.0,11.1514,252.45,1.0,0.0,-5.542,6
improved,634.667,11.2179,253.647,1.0,0.0,-4.722,6
improved,639.333,11.2841,254.733,1.0,0.0,-3.903,6
improved,644.0,11.3501,255.71,1.0,0.0,-3.088,6
improved,648.667,11.4158,256.582,1.0,0.0,-2.282,6
improved,653.333,11.4813,257.352,1.0,0.0,-1.49,6
improved,658.0,11.5465,258.025,1.0,0.0,-0.714,6
improved,662.667,11.6117,258.603,1.0,0.0,0.042,6
improved,667.333,11.6766,259.091,1.0,0.0,0.774,7
improved,672.0,11.7415,259.492,1.0,0.0,1.479,7
improved,676.667,11.8062,259.809,1.0,0.0,2.154,7
improved,681.333,11.8709,260.045,1.0,0.0,2.796,7
improved,686.0,11.9355,260.205,1.0,0.0,3.404,7
improved,690.667,12.0,260.29,1.0,0.0,3.975,7
improved,695.333,12.0646,260.304,1.0,0.0,4.507,7
improved,700.0,12.1291,260.25,0.9814,0.0201,4.999,7
improved,704.667,12.1937,260.13,0.0,0.0551,5.449,7
improved,709.333,12.2583,259.946,0.0,0.0888,5.858,7
improved,714.0,12.3229,259.701,0.0,0.1213,6.225,7
improved,718.667,12.3876,259.398,0.0,0.1526,6.549,7
improved,723.333,12.4523,259.037,0.0,0.183,6.831,7
improved,728.0,12.5172,258.622,0.0,0.2123,7.072,6
improved,732.667,12.5822,258.153,0.0,0.2407,7.273,6
improved,737.333,12.6472,257.632,0.0,0.2683,7.434,6
improved,742.0,12.7124,257.061,0.0,0.2951,7.557,6
improved,746.667,12.7778,256.441,0.0,0.3212,7.645,6
improved,751.333,12.8433,255.774,0.0,0.3464,7.698,6
improved,756.0,12.909,255.061,0.0,0.371,7.72,6
improved,760.667,12.9749,254.303,0.0,0.3949,7.712,6
improved,765.333,13.0409,253.501,0.0,0.4182,7.678,6
improved,770.0,13.1072,252.658,0.0,0.4407,7.62,6
improved,774.667,13.1737,251.773,0.0,0.4626,7.542,6
improved,779.333,13.2404,250.848,0.0,0.4838,7.445,6
improved,784.0,13.3074,249.885,0.0,0.5042,7.334,6
improved,788.667,13.3746,248.885,0.0,0.5239,7.211,6
improved,793.333,13.4421,247.849,0.0,0.5429,7.08,6
improved,798.0,13.5099,246.778,0.0,0.561,6.943,6
improved,802.667,13.578,245.676,0.0,0.5782,6.804,6
improved,807.333,13.6464,244.542,0.0,0.5946,6.666,6
improved,812.0,13.7151,243.378,0.0,0.61,6.532,6
improved,816.667,13.7841,242.187,0.0,0.6244,6.404,6
improved,821.333,13.8535,240.971,0.0,0.6377,6.285,6
improved,826.0,13.9232,239.731,0.0,0.6499,6.177,6
improved,830.667,13.9933,238.469,0.0,0.6609,6.083,6
improved,835.333,14.0637,237.188,0.0,0.6706,6.004,6
improved,840.0,14.1345,235.891,0.0,0.6791,5.943,6
improved,844.667,14.2058,234.579,0.0,0.6862,5.901,6
improved,849.333,14.2774,233.255,0.0,0.6918,5.879,6
improved,854.0,14.3494,231.922,0.0,0.696,5.877,6
improved,858.667,14.4218,230.583,0.0,0.6986,5.898,6
improved,863.333,14.4947,229.24,0.0,0.6997,5.94,6
improved,868.0,14.568,227.897,0.0,0.6991,6.004,6
improved,872.667,14.6417,226.556,0.0,0.6969,6.09,6
improved,877.333,14.7158,225.221,0.0,0.693,6.197,6
improved,882.0,14.7904,223.895,0.0,0.6873,6.325,5
improved,886.667,14.8655,222.581,0.0,0.6799,6.471,5
improved,891.333,14.941,221.283,0.0,0.6706,6.635,5
improved,896.0,15.0169,220.003,0.0,0.6596,6.814,5
improved,900.667,15.0932,218.745,0.0,0.6467,7.008,5
improved,905.333,15.17,217.513,0.0,0.6321,7.213,5
improved,910.0,15.2473,216.309,0.0,0.6156,7.428,5
improved,914.667,15.3249,215.138,0.0,0.5974,7.649,5
improved,919.333,15.403,214.001,0.0,0.5774,7.874,5
improved,924.0,15.4815,212.904,0.0,0.5557,8.1,5
improved,928.667,15.5604,211.848,0.0,0.5322,8.324,5
improved,933.333,15.6397,210.837,0.0,0.5071,8.542,5
improved,938.0,15.7194,209.874,0.0,0.4804,8.752,5
improved,942.667,15.7995,208.961,0.0,0.4522,8.95,5
improved,947.333,15.8799,208.103,0.0,0.4224,9.132,5
improved,952.0,15.9606,207.3,0.0,0.3913,9.296,5
improved,956.667,16.0416,206.557,0.0,0.3588,9.439,5
improved,961.333,16.123,205.874,0.0,0.3251,9.557,5
improved,966.0,16.2046,205.255,0.0,0.2903,9.647,5
improved,970.667,16.2864,204.702,0.0,0.2544,9.706,5
improved,975.333,16.3685,204.215,0.0,0.2175,9.732,5
improved,980.0,16.4508,203.798,0.0,0.1798,9.723,5
improved,984.667,16.5332,203.451,0.0,0.1414,9.675,5
improved,989.333,16.6158,203.175,0.0,0.1024,9.587,5
improved,994.0,16.6985,202.972,0.0,0.0629,9.457,5
improved,998.667,16.7812,202.843,0.9788,0.023,9.283,5
improved,1003.333,16.8641,202.787,1.0,0.0,9.065,5
improved,1008.0,16.9469,202.806,1.0,0.0,8.801,5
improved,1012.667,17.0297,202.9,1.0,0.0,8.49,5
improved,1017.333,17.1125,203.067,1.0,0.0,8.134,5
improved,1022.0,17.1953,203.309,1.0,0.0,7.731,5
improved,1026.667,17.2779,203.624,1.0,0.0,7.282,5
improved,1031.333,17.3604,204.011,1.0,0.0,6.788,5
improved,1036.0,17.4428,204.471,1.0,0.0,6.25,5
improved,1040.667,17.5249,205.0,1.0,0.0,5.669,5
improved,1045.333,17.6069,205.599,1.0,0.0,5.048,5
improved,1050.0,17.6886,206.264,1.0,0.0,4.388,5
improved,1054.667,17.77,206.995,1.0,0.0,3.692,5
improved,1059.333,17.8512,207.789,1.0,0.0,2.963,5
improved,1064.0,17.932,208.645,1.0,0.0,2.203,5
improved,1068.667,18.0126,209.559,1.0,0.0,1.416,5
improved,1073.333,18.0927,210.529,1.0,0.0,0.606,5
improved,1078.0,18.1725,211.553,1.0,0.0,-0.224,5
improved,1082.667,18.2519,212.627,1.0,0.0,-1.07,5
improved,1087.333,18.331,213.75,1.0,0.0,-1.928,5
improved,1092.0,18.4096,214.916,1.0,0.0,-2.793,5
improved,1096.667,18.4877,216.125,1.0,0.0,-3.662,5
improved,1101.333,18.5655,217.372,1.0,0.0,-4.529,5
improved,1106.0,18.6427,218.654,1.0,0.0,-5.391,5
improved,1110.667,18.7196,219.968,1.0,0.0,-6.242,5
improved,1115.333,18.796,221.311,1.0,0.0,-7.08,5
improved,1120.0,18.8719,222.679,1.0,0.0,-7.898,5
improved,1124.667,18.9473,224.068,1.0,0.0,-8.693,5
improved,1129.333,19.0223,225.476,1.0,0.0,-9.461,6
improved,1134.0,19.0968,226.899,1.0,0.0,-10.198,6
improved,1138.667,19.1708,228.334,1.0,0.0,-10.899,6
improved,1143.333,19.2444,229.778,1.0,0.0,-11.562,6
improved,1148.0,19.3175,231.227,1.0,0.0,-12.182,6
improved,1152.667,19.3902,232.678,1.0,0.0,-12.758,6
improved,1157.333,19.4624,234.128,1.0,0.0,-13.284,6
improved,1162.0,19.5341,235.574,1.0,0.0,-13.76,6
improved,1166.667,19.6055,237.013,1.0,0.0,-14.183,6
improved,1171.333,19.6763,238.443,1.0,0.0,-14.551,6
improved,1176.0,19.7468,239.861,1.0,0.0,-14.862,6
improved,1180.667,19.8168,241.263,1.0,0.0,-15.115,6
improved,1185.333,19.8865,242.648,1.0,0.0,-15.31,6
improved,1190.0,19.9557,244.014,1.0,0.0,-15.445,6
improved,1194.667,20.0246,245.357,1.0,0.0,-15.521,6
improved,1199.333,20.093,246.676,1.0,0.0,-15.538,6
improved,1204.0,20.1611,247.968,1.0,0.0,-15.496,6
improved,1208.667,20.2289,249.233,1.0,0.0,-15.397,6
improved,1213.333,20.2963,250.467,1.0,0.0,-15.241,6
improved,1218.0,20.3634,251.67,1.0,0.0,-15.031,6
improved,1222.667,20.4301,252.839,1.0,0.0,-14.768,6
improved,1227.333,20.4966,253.974,1.0,0.0,-14.455,6
improved,1232.0,20.5627,255.072,1.0,0.0,-14.094,6
improved,1236.667,20.6286,256.133,1.0,0.0,-13.689,6
improved,1241.333,20.6942,257.155,1.0,0.0,-13.241,6
improved,1246.0,20.7595,258.137,1.0,0.0,-12.755,6
improved,1250.667,20.8246,259.078,1.0,0.0,-12.234,7
improved,1255.333,20.8894,259.977,1.0,0.0,-11.681,7
improved,1260.0,20.954,260.833,1.0,0.0,-11.101,7
improved,1264.667,21.0185,261.645,1.0,0.0,-10.498,7
improved,1269.333,21.0827,262.413,1.0,0.0,-9.875,7
improved,1274.0,21.1467,263.134,1.0,0.0,-9.236,7
improved,1278.667,21.2105,263.81,1.0,0.0,-8.585,7
improved,1283.333,21.2742,264.437,1.0,0.0,-7.928,7
improved,1288.0,21.3377,265.017,1.0,0.0,-7.266,7
improved,1292.667,21.4011,265.547,1.0,0.0,-6.605,7
improved,1297.333,21.4644,266.027,1.0,0.0,-5.948,7
improved,1302.0,21.5276,266.456,1.0,0.0,-5.299,7
improved,1306.667,21.5906,266.834,1.0,0.0,-4.661,7
improved,1311.333,21.6536,267.158,1.0,0.0,-4.038,7
improved,1316.0,21.7164,267.428,1.0,0.0,-3.432,7
improved,1320.667,21.7793,267.644,1.0,0.0,-2.847,7
improved,1325.333,21.842,267.803,1.0,0.0,-2.285,7
improved,1330.0,21.9048,267.904,1.0,0.0,-1.748,7
improved,1334.667,21.9675,267.947,1.0,0.0,-1.239,7
improved,1339.333,22.0302,267.929,1.0,0.0,-0.759,7
improved,1344.0,22.0929,267.85,0.9698,0.0327,-0.31,7
improved,1348.667,22.1556,267.708,0.0,0.0672,0.107,7
improved,1353.333,22.2184,267.502,0.0,0.1025,0.492,7
improved,1358.0,22.2812,267.23,0.0,0.1387,0.844,7
improved,1362.667,22.344,266.89,0.0,0.1757,1.163,7
improved,1367.333,22.407,266.48,0.0,0.2136,1.448,7
improved,1372.0,22.47,266.0,0.0,0.2524,1.702,7
improved,1376.667,22.5332,265.447,0.0,0.2921,1.923,7
improved,1381.333,22.5965,264.821,0.0,0.3326,2.114,7
improved,1386.0,22.6599,264.118,0.0,0.3739,2.275,7
improved,1390.667,22.7235,263.339,0.0,0.4161,2.409,7
improved,1395.333,22.7873,262.481,0.0,0.459,2.517,7
improved,1400.0,22.8513,261.542,0.0,0.5026,2.601,7
improved,1404.667,22.9156,260.523,0.0,0.5469,2.664,7
improved,1409.333,22.98,259.421,0.0,0.5917,2.708,7
improved,1414.0,23.0448,258.237,0.0,0.6369,2.736,6
improved,1418.667,23.1099,256.968,0.0,0.6825,2.75,6
improved,1423.333,23.1752,255.614,0.0,0.7283,2.753,6
improved,1428.0,23.241,254.176,0.0,0.7742,2.749,6
improved,1432.667,23.3071,252.653,0.0,0.82,2.739,6
improved,1437.333,23.3735,251.046,0.0,0.8656,2.728,6
improved,1442.0,23.4405,249.354,0.0,0.9107,2.718,6
improved,1446.667,23.5078,247.58,0.0,0.92,2.711,6
improved,1451.333,23.5757,245.724,0.0,0.92,2.711,6
improved,1456.0,23.6441,243.788,0.0,0.92,2.721,6
improved,1460.667,23.713,241.774,0.0,0.92,2.742,6
improved,1465.333,23.7825,239.685,0.0,0.92,2.778,6
improved,1470.0,23.8526,237.524,0.0,0.92,2.83,6
improved,1474.667,23.9233,235.294,0.0,0.92,2.901,6
improved,1479.333,23.9947,233.0,0.0,0.92,2.992,6
improved,1484.0,24.0668,230.644,0.0,0.92,3.105,6
improved,1488.667,24.1396,228.234,0.0,0.92,3.242,6
improved,1493.333,24.2132,225.773,0.0,0.92,3.402,6
improved,1498.0,24.2876,223.267,0.0,0.92,3.588,5
improved,1502.667,24.3629,220.724,0.0,0.92,3.799,5
improved,1507.333,24.439,218.149,0.0,0.92,4.035,5
improved,1512.0,24.516,215.55,0.0,0.92,4.297,5
improved,1516.667,24.594,212.934,0.0,0.92,4.583,5
improved,1521.333,24.6729,210.309,0.0,0.92,4.894,5
improved,1526.0,24.7527,207.683,0.0,0.92,5.227,5
improved,1530.667,24.8336,205.066,0.0,0.92,5.582,5
improved,1535.333,24.9156,202.465,0.0,0.92,5.956,5
improved,1540.0,24.9985,199.89,0.0,0.92,6.348,5
improved,1544.667,25.0826,197.35,0.0,0.92,6.756,5
improved,1549.333,25.1677,194.854,0.0,0.92,7.177,5
improved,1554.0,25.2539,192.413,0.0,0.92,7.608,5
improved,1558.667,25.3412,190.034,0.0,0.92,8.046,4
improved,1563.333,25.4296,187.727,0.0,0.92,8.489,4
improved,1568.0,25.5191,185.503,0.0,0.92,8.932,4
improved,1572.667,25.6097,183.369,0.0,0.92,9.374,4
improved,1577.333,25.7013,181.334,0.0,0.92,9.809,4
improved,1582.0,25.794,179.408,0.0,0.92,10.235,4
improved,1586.667,25.8876,177.598,0.0,0.9188,10.647,4
improved,1591.333,25.9822,175.912,0.0,0.8497,11.043,4
improved,1596.0,26.0777,174.358,0.0,0.7767,11.419,4
improved,1600.667,26.1741,172.942,0.0,0.7003,11.77,4
improved,1605.333,26.2712,171.67,0.0,0.6206,12.094,4
improved,1610.0,26.3691,170.549,0.0,0.538,12.387,4
improved,1614.667,26.4676,169.582,0.0,0.453,12.646,4
improved,1619.333,26.5666,168.775,0.0,0.3658,12.867,4
improved,1624.0,26.6662,168.13,0.0,0.2769,13.048,4
improved,1628.667,26.7661,167.651,0.0,0.1868,13.187,4
improved,1633.333,26.8663,167.34,0.0,0.0957,13.28,4
improved,1638.0,26.9667,167.197,0.9961,0.0042,13.325,4
improved,1642.667,27.0672,167.224,1.0,0.0,13.321,4
improved,1647.333,27.1676,167.42,1.0,0.0,13.265,4
improved,1652.0,27.268,167.783,1.0,0.0,13.157,4
improved,1656.667,27.3681,168.312,1.0,0.0,12.996,4
improved,1661.333,27.4679,169.004,1.0,0.0,12.781,4
improved,1666.0,27.5673,169.855,1.0,0.0,12.511,4
improved,1670.667,27.6663,170.862,1.0,0.0,12.188,4
improved,1675.333,27.7646,172.018,1.0,0.0,11.81,4
improved,1680.0,27.8622,173.319,1.0,0.0,11.38,4
improved,1684.667,27.9592,174.759,1.0,0.0,10.897,4
improved,1689.333,28.0553,176.33,1.0,0.0,10.365,4
improved,1694.0,28.1506,178.026,1.0,0.0,9.784,4
improved,1698.667,28.2449,179.838,1.0,0.0,9.157,4
improved,1703.333,28.3384,181.759,1.0,0.0,8.486,4
improved,1708.0,28.4308,183.779,1.0,0.0,7.774,4
improved,1712.667,28.5222,185.891,1.0,0.0,7.024,4
improved,1717.333,28.6126,188.085,1.0,0.0,6.241,4
improved,1722.0,28.7019,190.352,1.0,0.0,5.426,4
improved,1726.667,28.7902,192.682,1.0,0.0,4.584,5
improved,1731.333,28.8774,195.067,1.0,0.0,3.72,5
improved,1736.0,28.9635,197.497,1.0,0.0,2.837,5
improved,1740.667,29.0485,199.963,1.0,0.0,1.939,5
improved,1745.333,29.1326,202.455,1.0,0.0,1.031,5
improved,1750.0,29.2155,204.965,1.0,0.0,0.118,5
improved,1754.667,29.2975,207.485,1.0,0.0,-0.796,5
improved,1759.333,29.3785,210.004,1.0,0.0,-1.707,5
improved,1764.0,29.4585,212.516,1.0,0.0,-2.609,5
improved,1768.667,29.5375,215.013,1.0,0.0,-3.499,5
improved,1773.333,29.6157,217.487,1.0,0.0,-4.372,5
improved,1778.0,29.6929,219.931,1.0,0.0,-5.224,5
improved,1782.667,29.7693,222.339,1.0,0.0,-6.051,5
improved,1787.333,29.8449,224.705,1.0,0.0,-6.848,5
improved,1792.0,29.9196,227.023,1.0,0.0,-7.612,6
improved,1796.667,29.9936,229.287,1.0,0.0,-8.34,6
improved,1801.333,30.0669,231.494,1.0,0.0,-9.029,6
improved,1806.0,30.1395,233.638,1.0,0.0,-9.674,6
improved,1810.667,30.2114,235.717,1.0,0.0,-10.275,6
improved,1815.333,30.2826,237.727,1.0,0.0,-10.827,6
improved,1820.0,30.3533,239.665,1.0,0.0,-11.33,6
improved,1824.667,30.4234,241.529,1.0,0.0,-11.782,6
improved,1829.333,30.493,243.317,1.0,0.0,-12.181,6
improved,1834.0,30.562,245.028,1.0,0.0,-12.526,6
improved,1838.667,30.6306,246.661,1.0,0.0,-12.817,6
improved,1843.333,30.6987,248.215,1.0,0.0,-13.053,6
improved,1848.0,30.7664,249.69,1.0,0.0,-13.235,6
improved,1852.667,30.8336,251.086,1.0,0.0,-13.363,6
improved,1857.333,30.9006,252.404,1.0,0.0,-13.437,6
improved,1862.0,30.9671,253.643,1.0,0.0,-13.46,6
improved,1866.667,31.0334,254.806,1.0,0.0,-13.431,6
improved,1871.333,31.0993,255.892,1.0,0.0,-13.354,6
improved,1876.0,31.1649,256.905,1.0,0.0,-13.23,6
improved,1880.667,31.2303,257.844,1.0,0.0,-13.062,6
improved,1885.333,31.2955,258.712,1.0,0.0,-12.852,6
